item,group_column,group_A,group_B,n_X,n_Y,sigma,rep,rho_frobenius_change,alpha,beta,delta_alpha,delta_beta
ry9,grade,6,7,16103,14724,0.01,6,0.031439806041347586,49.038194234260054,2175.7351290727333,0.13681105567186336,30.165898177991494
ry9,grade,6,7,16103,14724,0.01,7,0.033923475076704054,48.94045805784034,2137.7879829908998,0.03907487925214781,7.781247903842086
ry9,grade,6,7,16103,14724,0.01,8,0.03712444434276064,48.74897743558381,2140.834490506978,0.1524057430043797,4.73474038776385
ry9,grade,6,7,16103,14724,0.01,9,0.031018042158552212,48.95401524833544,2136.951735968245,0.0526320697472471,8.617494926496875
ry9,grade,6,7,16103,14724,0.01,10,0.032481616525199215,48.937803434556976,2131.632012653241,0.0364202559687854,13.937218241500887
ry9,grade,6,7,16103,14724,0.01,11,0.04160105503224699,48.617387465557826,2110.4797264124772,0.2839957130303645,35.0895044822646
ry9,grade,6,7,16103,14724,0.01,12,0.04593931567239938,48.9460709698011,2137.3645667768974,0.04468779121290822,8.204664117844459
ry9,grade,6,7,16103,14724,0.01,13,0.04001390258859075,48.9434653248071,2146.89658501298,0.0420821462189096,1.3273541182379631
ry9,grade,6,7,16103,14724,0.01,14,0.049486780751116545,49.09348092729066,2193.852607455964,0.19209774870247287,48.28337656122221
ry9,grade,6,7,16103,14724,0.01,15,0.04423207137716849,48.603232739932515,2151.910585107676,0.29815043865567503,6.34135421293422
ry9,grade,6,7,16103,14724,0.01,16,0.04201158313863965,48.869870547213374,2145.5741057524688,0.031512631374816635,0.0048748577269179805
ry9,grade,6,7,16103,14724,0.01,17,0.04015553849917457,49.368929928827555,2211.694586736794,0.46754675023936443,66.12535584205216
ry9,grade,6,7,16103,14724,0.01,18,0.02548449064310206,49.05804513493804,2171.760309363785,0.15666195634985058,26.191078469043077
ry9,grade,6,7,16103,14724,0.01,19,0.041278429341332606,48.505687578841304,2097.188635742278,0.39569559974688673,48.380595152463684
ry9,grade,6,7,16103,14724,0.01,20,0.022155433426174556,48.84507773713888,2122.530513995277,0.05630544144931093,23.038716899464816
ry9,grade,6,7,16103,14724,0.01,21,0.048558856843272644,48.950439833212094,2186.4471414420495,0.04905665462390374,40.87791054730769
ry9,grade,6,7,16103,14724,0.01,22,0.041699367947835984,48.8148189499717,2170.810129951967,0.08656422861648849,25.240899057225306
ry9,grade,6,7,16103,14724,0.01,23,0.05598798751776699,48.844989576218026,2165.4060019574613,0.05639360237016433,19.836771062719436
ry9,grade,6,7,16103,14724,0.01,24,0.0474952605183196,48.343990654345156,2097.2993646535056,0.5573925242430349,48.269866241236286
ry9,grade,6,7,16103,14724,0.01,25,0.03953092225875207,49.06855587583489,2191.5009760884577,0.16717269724669848,45.93174519371587
ry9,grade,6,7,16103,14724,0.01,26,0.038987385290607635,48.7319036039126,2107.4204049846594,0.1694795746755915,38.14882591008245
ry9,grade,6,7,16103,14724,0.01,27,0.033028606683532566,49.362048479172344,2211.602800129877,0.46066530058415367,66.03356923513502
ry9,grade,6,7,16103,14724,0.01,28,0.043404560806197444,48.53405090621022,2097.2035388787576,0.36733227237797195,48.36569201598422
ry9,grade,6,7,16103,14724,0.01,29,0.05026142268410266,48.808535035446695,2153.1081287287266,0.09284814314149514,7.53889783398472
ry9,grade,6,7,16103,14724,0.01,30,0.02504251354753033,48.78910534805722,2128.495529191687,0.11227783053097085,17.073701703054667
ry9,grade,6,7,16103,14724,0.01,31,0.027045053397355634,49.21944818969802,2187.5640409881303,0.3180650111098302,41.99481009338842
ry9,grade,6,7,16103,14724,0.01,32,0.05274437067276334,49.100401559577364,2170.5863043414734,0.19901838098917324,25.0170734467315
ry9,grade,6,7,16103,14724,0.01,33,0.04059636226074608,48.106000248511506,2074.1779144543316,0.7953829300766841,71.39131644041026
ry9,grade,6,7,16103,14724,0.01,34,0.03267136188418804,49.179976586302054,2207.2605554299616,0.27859340771386343,61.69132453521979
ry9,grade,6,7,16103,14724,0.01,35,0.044975632470500564,48.77658649729656,2174.7848103792667,0.12479668129162746,29.215579484524824
ry9,grade,6,7,16103,14724,0.01,36,0.04079829106864623,48.117113422367495,2075.8370374613046,0.7842697562206951,69.73219343343726
ry9,grade,6,7,16103,14724,0.01,37,0.02972376392988451,48.91823171012835,2162.601148102993,0.016848531540162526,17.031917208251343
ry9,grade,6,7,16103,14724,0.01,38,0.03166054832982556,48.73466597943255,2137.1550871762856,0.16671719915564154,8.414143718456216
ry9,grade,6,7,16103,14724,0.01,39,0.0493935332159311,48.90284273161115,2175.993217968966,0.0014595530229613018,30.423987074223987
ry9,grade,6,7,16103,14724,0.01,40,0.03570442834075219,48.52894736845881,2102.538304611891,0.37243581012938165,43.03092628285094
ry9,grade,6,7,16103,14724,0.01,41,0.035690996466301424,48.663035231242205,2108.8399635547626,0.23834794734598574,36.72926733997929
ry9,grade,6,7,16103,14724,0.01,42,0.050964382326018305,48.84906456989285,2120.7789079731406,0.05231860869533733,24.790322921601273
ry9,grade,6,7,16103,14724,0.01,43,0.05387093126726882,49.03612245262009,2140.7814241985784,0.1347392740319009,4.787806696163443
ry9,grade,6,7,16103,14724,0.01,44,0.033059166610390975,48.880234353242145,2133.630704321312,0.021148825346045896,11.938526573429954
ry9,grade,6,7,16103,14724,0.01,45,0.03571475607633682,48.53665165337528,2130.0805543612096,0.3647315252129104,15.48867653353227
ry9,grade,6,7,16103,14724,0.01,46,0.04394855859630857,48.73750182238655,2123.180959297709,0.16388135620164235,22.388271597033054
ry9,grade,6,7,16103,14724,0.01,47,0.02339031826529628,48.516203217567096,2108.690235781719,0.38517996102109464,36.87899511302294
ry9,grade,6,7,16103,14724,0.01,48,0.02687989356013335,48.63110628440782,2125.0510940034364,0.2702768941803697,20.518136891305403
ry9,grade,6,7,16103,14724,0.01,49,0.04340193743181364,49.43762687748518,2232.961083930019,0.536243698896989,87.39185303527711
ry9,grade,6,7,16103,14724,0.01,50,0.03194312231636832,48.076921838117926,2070.973600829548,0.8244613404702648,74.59563006519375
ry9,grade,6,7,16103,14724,0.01,51,0.03270393243496624,48.90662385554981,2142.5893000070496,0.0052406769616197835,2.9799308876922623
ry9,grade,6,7,16103,14724,0.01,52,0.02726802862984232,49.3290664991167,2218.6805364228876,0.42768332052850866,73.11130552814575
ry9,grade,6,7,16103,14724,0.01,53,0.03113117008523996,49.12805470175054,2162.3075423861783,0.22667152316235217,16.738311491436434
ry9,grade,6,7,16103,14724,0.01,54,0.031569820646552046,48.559034731613224,2100.505210376432,0.3423484469749667,45.06402051830992
ry9,grade,6,7,16103,14724,0.01,55,0.04302601537675535,49.24254635096063,2206.4904671907448,0.34116317237243976,60.92123629600292
ry9,grade,6,7,16103,14724,0.01,56,0.032693121281190556,48.94230943717818,2155.285658034554,0.040926258589990994,9.716427139812367
ry9,grade,6,7,16103,14724,0.01,57,0.05393327738486847,49.29195075143899,2217.3739352704015,0.3905675728507987,71.80470437565964
ry9,grade,6,7,16103,14724,0.01,58,0.0462118795519445,48.772511503621736,2169.9723508311695,0.12887167496645446,24.40311993642763
ry9,grade,6,7,16103,14724,0.01,59,0.030292501779846506,48.52675314109544,2099.4933291939556,0.37463003749275003,46.07590170078629
ry9,grade,6,7,16103,14724,0.01,60,0.05185407598633155,49.15845062812793,2173.350070109385,0.2570674495397398,27.780839214643038
ry9,grade,6,7,16103,14724,0.01,61,0.040976289685505735,48.319579874927676,2089.5086455975083,0.5818033036605144,56.0605852972335
ry9,grade,6,7,16103,14724,0.01,62,0.060313122297218504,49.25494765382682,2223.8852130955347,0.35356447523862755,78.31598220079286
ry9,grade,6,7,16103,14724,0.01,63,0.031151237759065642,48.99855610468026,2172.3284392114547,0.09717292609207107,26.75920831671283
ry9,grade,6,7,16103,14724,0.01,64,0.03784680132819172,48.7281861517501,2116.6873702420426,0.17319702683808913,28.881860652699288
ry9,grade,6,7,16103,14724,0.01,65,0.03454234661249972,48.81701317733507,2144.381297707496,0.08437000125312011,1.187933187246017
ry9,grade,6,7,16103,14724,0.01,66,0.040059574729829454,48.704534535817714,2141.774780921692,0.1968486427704761,3.7944499730497228
ry9,grade,6,7,16103,14724,0.01,67,0.02999933291121647,48.525611946953326,2096.1456947519982,0.3757712316348645,49.423536142743615
ry9,grade,6,7,16103,14724,0.01,68,0.03609379092458326,48.80544450538802,2168.488026294122,0.09593867320017324,22.918795399380087
ry9,grade,6,7,16103,14724,0.01,69,0.04785377050254739,48.47875931535067,2119.401830306087,0.42262386323751855,26.1674005886548
ry9,grade,6,7,16103,14724,0.01,70,0.03657628065052934,48.356039313527944,2090.3840307636287,0.5453438650602465,55.185200131113106
ry9,grade,6,7,16103,14724,0.01,71,0.03664841972402496,49.16580716718994,2177.482835208689,0.26442398860174876,31.913604313946962
ry9,grade,6,7,16103,14724,0.01,72,0.05233318766177965,48.110584616395684,2076.7654889358246,0.7907985621925064,68.80374195891727
ry9,grade,6,7,16103,14724,0.01,73,0.030435855448659635,48.05825621204248,2070.464247837901,0.8431269665457108,75.10498305684087
ry9,grade,6,7,16103,14724,0.01,74,0.031502227646491805,47.66284468637388,2054.736842557395,1.2385384922143103,90.83238833734686
ry9,grade,6,7,16103,14724,0.01,75,0.03734558892252327,48.29611927432379,2086.6542074758745,0.6052639042643975,58.91502341886735
ry9,grade,6,7,16103,14724,0.01,76,0.04164204860900074,47.688274214210075,2054.5164989881346,1.2131089643781152,91.05273190660728
ry9,grade,6,7,16103,14724,0.01,77,0.03617462624476658,48.84060601932023,2127.0121796261847,0.06077715926796401,18.55705126855719
ry9,grade,6,7,16103,14724,0.01,78,0.044944133515062594,49.47301858937738,2239.357315112795,0.5716354107891917,93.78808421805297
ry9,grade,6,7,16103,14724,0.01,79,0.0320097564705643,48.8723439508261,2135.993617502415,0.029039227762091002,9.575613392326886
ry9,grade,6,7,16103,14724,0.01,80,0.03827426645238498,48.60664162887204,2100.9204089731234,0.2947415497161501,44.64882192161849
ry9,grade,6,7,16103,14724,0.01,81,0.03257697278195668,48.16066981509616,2081.7829710717547,0.7407133634920271,63.78625982298718
ry9,grade,6,7,16103,14724,0.01,82,0.040562267726176264,49.33145663963751,2213.0283478109022,0.430073461049318,67.45911691616038
ry9,grade,6,7,16103,14724,0.01,83,0.04018104656088863,48.9646631284425,2154.7703159319854,0.06327994985431218,9.201085037243502
ry9,grade,6,7,16103,14724,0.01,84,0.04273488504022651,48.79760797909027,2150.4790483157294,0.10377519949791747,4.909817420987565
ry9,grade,6,7,16103,14724,0.01,85,0.029946195768975958,48.911462910538674,2134.150642718309,0.010079731950483506,11.418588176432877
ry9,grade,6,7,16103,14724,0.01,86,0.03383962874153932,48.92228711248743,2174.749572121983,0.020903933899241167,29.180341227241115
ry9,grade,6,7,16103,14724,0.01,87,0.03985083477605472,48.553343454389484,2102.113077736447,0.3480397241987063,43.45615315829491
ry9,grade,6,7,16103,14724,0.01,88,0.04223760584594769,47.164392635547784,2016.4846696635002,1.736990543040406,129.08456123124165
ry9,grade,6,7,16103,14724,0.01,89,0.026009381262813814,48.839180751099825,2144.867808508651,0.062202427488365686,0.7014223860910533
ry9,grade,6,7,16103,14724,0.01,90,0.05475962881532015,48.65104044817771,2155.2809224584767,0.2503427304104804,9.711691563734803
ry9,grade,6,7,16103,14724,0.01,91,0.04031515402549891,48.56404521061484,2129.4489120814396,0.3373379679733475,16.12031881330222
ry9,grade,6,7,16103,14724,0.01,92,0.0304996087468772,48.687034593029054,2147.1027218540075,0.2143485855591365,1.5334909592656913
ry9,grade,6,7,16103,14724,0.01,93,0.032330019891202176,48.67024973326507,2138.0676605427802,0.23113344532312396,7.501570351961618
ry9,grade,6,7,16103,14724,0.01,94,0.03781798161814205,48.034761326636044,2080.7976926843025,0.8666218519521465,64.7715382104393
ry9,grade,6,7,16103,14724,0.01,95,0.035048196424049105,48.69695759445358,2110.3522837033283,0.20442558413461143,35.21694719141351
ry9,grade,6,7,16103,14724,0.01,96,0.05031755096425577,49.083406093169124,2191.6112871547375,0.18202291458093356,46.04205625999566
ry9,grade,6,7,16103,14724,0.01,97,0.044523017188046875,48.890240617758586,2120.201167691666,0.01114256082960452,25.368063203075963
ry9,grade,6,7,16103,14724,0.01,98,0.050287221962974187,48.505702272328115,2117.0524274449704,0.39568090626007546,28.516803449771487
ry9,grade,6,7,16103,14724,0.01,99,0.02899543371340431,49.077514004959006,2169.015625181833,0.1761308263708159,23.446394287091152
ry9,grade,6,7,16103,14724,0.02,0,0.07207662882137328,48.57951255439502,2122.8918105936727,0.32187062419316703,22.677420301069105
ry9,grade,6,7,16103,14724,0.02,1,0.07437786001822529,48.39155836897248,2090.23959569326,0.5098248096157079,55.32963520148178
ry9,grade,6,7,16103,14724,0.02,2,0.07221755485444147,49.9411285899444,2253.4640391215457,1.0397454113562077,107.89480822680389
ry9,grade,6,7,16103,14724,0.02,3,0.07600495431662559,48.64781277890883,2144.341602437433,0.25357039967936146,1.227628457309038
ry9,grade,6,7,16103,14724,0.02,4,0.07291846881497108,49.09516578044468,2161.7937323817523,0.19378260185649054,16.224501487010457
ry9,grade,6,7,16103,14724,0.02,5,0.08532933309950116,48.8963090278104,2167.073064018447,0.0050741507777871675,21.503833123705135
ry9,grade,6,7,16103,14724,0.02,6,0.07389415355772994,48.506113689958745,2102.0976174733696,0.3952694886294452,43.47161342137224
ry9,grade,6,7,16103,14724,0.02,7,0.06547620591633783,47.81009791333749,2063.9093748565233,1.091285265250697,81.65985603821855
ry9,grade,6,7,16103,14724,0.02,8,0.07204431853888636,48.077573249366424,2078.97742080904,0.8238099292217669,66.59181008570204
ry9,grade,6,7,16103,14724,0.02,9,0.05760443968309677,47.5041011527262,2042.3889672165462,1.3972820258619905,103.18026367819562
ry9,grade,6,7,16103,14724,0.02,10,0.07310070126383354,49.08779454789586,2156.5451819895625,0.18641136930767033,10.97595109482063
ry9,grade,6,7,16103,14724,0.02,11,0.07046385997788242,46.95952134897998,2013.9649253452371,1.9418618296082073,131.60430554950472
ry9,grade,6,7,16103,14724,0.02,12,0.06822145378401924,48.63410375571671,2097.9269677654447,0.2672794228714821,47.642263129297135
ry9,grade,6,7,16103,14724,0.02,13,0.08840700287218757,49.12475356504761,2216.3283479287843,0.22337038645942187,70.75911703404245
ry9,grade,6,7,16103,14724,0.02,14,0.08538218884127408,47.85989903795968,2057.759672193085,1.041484140628512,87.8095587016569
ry9,grade,6,7,16103,14724,0.02,15,0.06541876476586739,48.94319594421561,2133.0720456257973,0.041812765627419424,12.497185268944577
ry9,grade,6,7,16103,14724,0.02,16,0.06128397754120938,48.67943316252024,2137.0169197801374,0.22195001606795017,8.552311114604436
ry9,grade,6,7,16103,14724,0.02,17,0.10244078270811396,50.356268570567565,2315.619171549078,1.4548853919793743,170.0499406543363
ry9,grade,6,7,16103,14724,0.02,18,0.03938809925931559,48.54506612348749,2113.9475609178176,0.35631705510070333,31.621669976924295
ry9,grade,6,7,16103,14724,0.02,19,0.0507063399291768,48.35510382820115,2091.7368734236966,0.5462793503870387,53.83235747104527
ry9,grade,6,7,16103,14724,0.02,20,0.06578534431129664,48.97673137894103,2138.673535717422,0.07534820035284184,6.895695177319794
ry9,grade,6,7,16103,14724,0.02,21,0.09746723305743055,46.748601243676106,1937.6346816191265,2.1527819349120847,207.93454927561538
ry9,grade,6,7,16103,14724,0.02,22,0.09246061739110233,51.13015492944375,2363.1456916277707,2.2287717508555573,217.57646073302885
ry9,grade,6,7,16103,14724,0.02,23,0.04898619501642012,48.99058733700124,2181.907534645015,0.08920415841304674,36.3383037502731
ry9,grade,6,7,16103,14724,0.02,24,0.08114709019140749,47.02298741633386,1925.1050437258853,1.8783957622543284,220.4641871688566
ry9,grade,6,7,16103,14724,0.02,25,0.07883744774048596,51.447602814107626,2383.3050389903688,2.546219635519435,237.7358080956269
ry9,grade,6,7,16103,14724,0.02,26,0.09611895464358497,48.5453795845394,2141.191887219192,0.35600359404879356,4.377343675550037
ry9,grade,6,7,16103,14724,0.02,27,0.07119725245325015,48.51836316012791,2164.8229689733116,0.3830200184602788,19.253738078569768
ry9,grade,6,7,16103,14724,0.02,28,0.0877799455201649,49.32766082221204,2162.874697262303,0.42627764362384823,17.305466367561166
ry9,grade,6,7,16103,14724,0.02,29,0.09076338105793626,49.906814400418135,2302.6541392199906,1.0054312218299444,157.08490832524876
ry9,grade,6,7,16103,14724,0.02,30,0.08542588842636391,50.47033410866022,2339.562244197726,1.5689509300720275,193.9930133029843
ry9,grade,6,7,16103,14724,0.02,31,0.09647004627815756,48.395506019094974,2137.5824032764694,0.5058771594932168,7.9868276182724
ry9,grade,6,7,16103,14724,0.02,32,0.052984783239893155,49.363199468972326,2227.335498113058,0.4618162903841352,81.76626721831599
ry9,grade,6,7,16103,14724,0.02,33,0.05757846461975941,48.42764067474468,2127.2642794114954,0.4737425038435106,18.30495148324644
ry9,grade,6,7,16103,14724,0.02,34,0.07104496751964332,49.26764282642917,2204.2342437530383,0.36625964784097675,58.66501285829645
ry9,grade,6,7,16103,14724,0.02,35,0.08124675414927765,50.088009581908864,2310.239835688155,1.1866264033206733,164.67060479341308
ry9,grade,6,7,16103,14724,0.02,36,0.07268112671679622,48.74222822730988,2173.0290259076496,0.15915495127831036,27.45979501290776
ry9,grade,6,7,16103,14724,0.02,37,0.07839750852892614,48.464653568014725,2135.6225711885654,0.43672961057346527,9.946659706176433
ry9,grade,6,7,16103,14724,0.02,38,0.06290082930283249,48.566817381792674,2098.5335393483333,0.33456579679551623,47.03569154640854
ry9,grade,6,7,16103,14724,0.02,39,0.07246760604829516,48.10928179389869,2110.4628733329064,0.7921013846895022,35.106357561835466
ry9,grade,6,7,16103,14724,0.02,40,0.06682474592462222,49.37561056749638,2227.609743680614,0.47422738890819005,82.04051278587212
ry9,grade,6,7,16103,14724,0.02,41,0.0874917852219566,48.8302079284889,2156.5196934477326,0.07117525009928727,10.950462552990757
ry9,grade,6,7,16103,14724,0.02,42,0.0803851111455174,48.92903632076137,2111.3794858672322,0.027653142173178935,34.189745027509616
ry9,grade,6,7,16103,14724,0.02,43,0.06304477974252133,49.06771344925789,2143.370670059863,0.16633027066969674,2.1985608348786627
ry9,grade,6,7,16103,14724,0.02,44,0.042575198725115185,49.224796618896235,2195.9212185120055,0.32341344030804464,50.3519876172636
ry9,grade,6,7,16103,14724,0.02,45,0.061052215823636374,49.01562503852254,2156.6848814838536,0.11424185993435287,11.115650589111738
ry9,grade,6,7,16103,14724,0.02,46,0.0923588561382447,49.59993603059834,2248.3994797881383,0.6985528520101525,102.8302488933964
ry9,grade,6,7,16103,14724,0.02,47,0.07410589707449416,48.973498811843214,2162.6691175478727,0.07211563325502368,17.099886653130852
ry9,grade,6,7,16103,14724,0.02,48,0.04296336034516813,48.8483788738418,2178.203896307337,0.05300430474638773,32.63466541259504
ry9,grade,6,7,16103,14724,0.02,49,0.04976630622620813,49.34770273821853,2213.44006436636,0.4463195596303393,67.87083347161797
ry9,grade,6,7,16103,14724,0.02,50,0.12822520184122885,48.544169820792185,2153.8532855527114,0.35721335779600594,8.284054657969591
ry9,grade,6,7,16103,14724,0.02,51,0.10317527459789494,47.71627020440878,2054.5107884405115,1.185112974179411,91.05844245423032
ry9,grade,6,7,16103,14724,0.02,52,0.048329042527219875,48.96425171081187,2138.6318905042685,0.06286853222368194,6.9373403904733095
ry9,grade,6,7,16103,14724,0.02,53,0.03170434201061269,48.312580877378,2084.5108021741357,0.588802301210194,61.058428720606116
ry9,grade,6,7,16103,14724,0.02,54,0.08549775305980938,48.94769704900788,2159.6575697257795,0.04631387041968793,14.088338831037618
ry9,grade,6,7,16103,14724,0.02,55,0.06247902831433892,48.22728028862702,2075.236176426039,0.6741028899611692,70.33305446870281
ry9,grade,6,7,16103,14724,0.02,56,0.0929594824858373,49.54807291999406,2227.5859265185763,0.6466897414058721,82.0166956238345
ry9,grade,6,7,16103,14724,0.02,57,0.10231090612406007,49.13184072351814,2206.5283517993657,0.23045754492994774,60.95912090462389
ry9,grade,6,7,16103,14724,0.02,58,0.08585284964528116,49.17931537939568,2176.233339532433,0.27793220080749137,30.664108637691243
ry9,grade,6,7,16103,14724,0.02,59,0.08734041263197374,48.61835723568717,2140.48224721579,0.2830259429010198,5.086983678952038
ry9,grade,6,7,16103,14724,0.02,60,0.06816288627320548,49.661403783746294,2232.366490568974,0.760020605158104,86.79725967423201
ry9,grade,6,7,16103,14724,0.02,61,0.07884139578303524,48.13081754773068,2082.820340796061,0.7705656308575115,62.74889009868093
ry9,grade,6,7,16103,14724,0.02,62,0.06040242860900481,48.743002084281784,2142.379123998191,0.15838109430640657,3.1901068965507875
ry9,grade,6,7,16103,14724,0.02,63,0.08897617189396406,47.02844359776867,2032.126834574608,1.8729395808195193,113.44239632013387
ry9,grade,6,7,16103,14724,0.02,64,0.0614541633365813,48.95707149359156,2199.918462566498,0.05568831500337268,54.349231671756115
ry9,grade,6,7,16103,14724,0.02,65,0.0848637448408276,48.32033414058383,2116.5355532442586,0.5810490380043589,29.03367765048324
ry9,grade,6,7,16103,14724,0.02,66,0.0749980364971506,49.16334845706402,2233.4474554495246,0.2619652784758273,87.87822455478272
ry9,grade,6,7,16103,14724,0.02,67,0.07358682164394585,49.52610125938675,2255.572206166001,0.6247180807985586,110.00297527125895
ry9,grade,6,7,16103,14724,0.02,68,0.0465620381608855,49.07378675713864,2178.500287657139,0.1724035785504512,32.93105676239702
ry9,grade,6,7,16103,14724,0.02,69,0.08117362151705418,49.060131610064815,2177.8324321485393,0.15874843147662432,32.26320125379743
ry9,grade,6,7,16103,14724,0.02,70,0.13556784375083739,47.368054158368366,2047.4824971330174,1.5333290202198242,98.08673376172442
ry9,grade,6,7,16103,14724,0.02,71,0.09236086919101665,46.28390502987755,1977.4469482673114,2.6174781487106387,168.12228262743042
ry9,grade,6,7,16103,14724,0.02,72,0.052890688752126824,49.10361453535944,2164.9864856296404,0.20223135677125015,19.417254734898506
ry9,grade,6,7,16103,14724,0.02,73,0.08214305245320919,48.81239942247727,2174.174060346898,0.08898375611092035,28.604829452156082
ry9,grade,6,7,16103,14724,0.02,74,0.09854403411248196,46.75838710589042,2001.354504095377,2.1429960726977697,144.21472679936483
ry9,grade,6,7,16103,14724,0.02,75,0.05910146671903914,48.833886198019904,2138.588852474622,0.06749698056828635,6.980378420119905
ry9,grade,6,7,16103,14724,0.02,76,0.07507263900371842,49.0682179256383,2205.81314052999,0.16683474705011037,60.2439096352482
ry9,grade,6,7,16103,14724,0.02,77,0.06338751059375639,46.89549692912738,1964.6711996996812,2.005886249460808,180.89803119506064
ry9,grade,6,7,16103,14724,0.02,78,0.10725400742646682,47.13985451257796,2030.4171523289235,1.7615286660102285,115.15207856581833
ry9,grade,6,7,16103,14724,0.02,79,0.07203568744953297,48.90752995390299,2166.5722072074095,0.006146775314796571,21.00297631266767
ry9,grade,6,7,16103,14724,0.02,80,0.07917420365886166,48.96673980791141,2196.024426214168,0.06535662932321884,50.455195319426366
ry9,grade,6,7,16103,14724,0.02,81,0.0781610131632978,48.697300442479104,2162.797256665268,0.20408273610908623,17.228025770526074
ry9,grade,6,7,16103,14724,0.02,82,0.09994002535908432,48.58128556846989,2141.6806265267364,0.32009761011830307,3.888604368005417
ry9,grade,6,7,16103,14724,0.02,83,0.08948706023289903,46.97956326498647,1948.6354248475302,1.9218199136017233,196.93380604721165
ry9,grade,6,7,16103,14724,0.02,84,0.09620381437369212,48.95702741313114,2162.9280421340013,0.05564423454294598,17.358811239259467
ry9,grade,6,7,16103,14724,0.02,85,0.09906028327045786,46.41190489129339,1977.0011077077647,2.4894782872948014,168.56812318697712
ry9,grade,6,7,16103,14724,0.02,86,0.06059468228674316,48.375454307430616,2122.976772399772,0.5259288711575749,22.592458494969833
ry9,grade,6,7,16103,14724,0.02,87,0.060781912224315456,47.65154539501832,2064.607733046329,1.2498377835698733,80.96149784841282
ry9,grade,6,7,16103,14724,0.02,88,0.06701359422207434,48.90621243791918,2155.351816817992,0.004829259330989544,9.78258592325028
ry9,grade,6,7,16103,14724,0.02,89,0.07629066082069831,48.10183219608689,2126.0529469071603,0.7995509825013016,19.516283987581573
ry9,grade,6,7,16103,14724,0.02,90,0.05798346108549455,47.54755469104721,2041.077769769632,1.35382848754098,104.49146112510994
ry9,grade,6,7,16103,14724,0.02,91,0.09570994917125354,49.3564110780669,2225.6373762442686,0.4550278994787078,80.06814534952673
ry9,grade,6,7,16103,14724,0.02,92,0.07263829947883489,46.245486459702846,1963.3374386255732,2.6558967188853444,182.23179226916864
ry9,grade,6,7,16103,14724,0.02,93,0.08657812728659839,49.2848684907974,2203.0655314334017,0.3834853122092099,57.49630053865985
ry9,grade,6,7,16103,14724,0.02,94,0.06841822433741149,48.20945219129964,2086.3122710267376,0.6919309872885506,59.25695986800429
ry9,grade,6,7,16103,14724,0.02,95,0.058460573770991016,49.18661314451046,2192.528874660609,0.28522996592226946,46.959643765866986
ry9,grade,6,7,16103,14724,0.02,96,0.08675492584868634,49.88439703737764,2267.6238294386967,0.9830138587894481,122.05459854395485
ry9,grade,6,7,16103,14724,0.02,97,0.06931326177586697,48.81127292182197,2146.285834980611,0.09011025676622353,0.7166040858692213
ry9,grade,6,7,16103,14724,0.02,98,0.07542560477412089,47.77882037775161,2059.4238093394342,1.122562800836583,86.14542155530762
ry9,grade,6,7,16103,14724,0.02,99,0.07174457078252412,46.99079888456587,1990.5408161220407,1.9105842940223212,155.02841477270113
